vru+line	call_id	customer_id	priority	type	date	vru_entry	vru_exit	vru_time	q_start	q_exit	q_time	outcome	ser_start	ser_exit	ser_time	server
AA0106	37184	58339912	1	PS	990224	19:09:07	19:09:13	6	19:09:13	19:12:45	212	AGENT	19:12:44	19:13:57	73	NAAMA
AA0106	37185	15239874	2	PS	990224	19:30:12	19:30:18	6	19:30:18	19:31:22	64	AGENT	19:31:21	19:33:43	142	NAAMA
AA0106	37186	59814152	1	PS	990224	19:50:14	19:50:19	5	19:50:19	19:50:59	40	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37187	58704610	2	PS	990224	20:12:01	20:12:06	5	20:12:06	20:13:08	62	AGENT	20:13:07	20:16:28	201	NAAMA
AA0106	37188	53341582	2	PS	990224	20:29:30	20:29:36	6	20:29:36	20:31:55	139	AGENT	20:31:55	20:36:49	294	MORIAH
AA0106	37189	1426659	2	NE	990224	20:43:48	20:43:53	5	20:43:53	20:47:23	210	AGENT	20:47:22	20:50:09	167	SHARON
AA0106	37190	0	0	PS	990224	21:11:32	21:11:46	14	0:00:00	0:00:00	0	AGENT	21:11:46	21:13:55	129	BENSION
AA0106	37191	69751949	1	PS	990224	21:35:44	21:35:50	6	21:35:50	21:37:12	82	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37192	65576415	2	PS	990224	22:00:02	22:00:07	5	22:00:07	22:00:32	25	AGENT	22:00:31	22:01:26	55	BENSION
AA0106	37193	58859752	2	PS	990224	22:21:51	22:21:57	6	22:21:57	22:23:50	113	AGENT	22:23:50	22:25:09	79	SHARON
AA0106	37194	0	0	NW	990224	22:45:54	22:46:02	8	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37195	48505549	2	PS	990224	23:01:14	23:01:20	6	23:01:20	23:03:10	110	AGENT	23:03:09	23:03:52	43	SHARON
AA0106	37196	0	0	PS	990224	23:24:38	23:24:53	15	0:00:00	0:00:00	0	AGENT	23:24:52	23:29:04	252	SHARON
AA0106	37198	0	0	PS	990225	5:39:37	5:39:37	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37199	34884221	1	PS	990225	7:26:44	7:26:50	6	7:26:50	7:27:48	58	PHANTOM	7:27:47	7:27:50	3	NO_SERVER
AA0106	37200	58704610	2	PS	990225	7:57:04	7:57:09	5	7:57:09	7:58:07	58	AGENT	7:58:05	7:59:09	64	TOVA
AA0106	37201	0	0	PS	990225	8:15:34	8:15:51	17	0:00:00	0:00:00	0	AGENT	8:15:50	8:17:24	94	KAZAV
AA0106	37202	0	0	NW	990225	8:35:09	8:35:18	9	8:35:18	8:37:54	156	AGENT	8:37:53	8:38:09	16	MIKI
AA0106	37203	0	0	PS	990225	8:53:08	8:53:16	8	0:00:00	0:00:00	0	AGENT	8:53:16	8:58:57	341	STEREN
AA0106	37204	15189558	2	PS	990225	9:09:13	9:09:18	5	9:09:18	9:10:27	69	AGENT	9:10:26	9:12:05	99	KAZAV
AA0106	37205	29571775	2	PS	990225	9:20:00	9:20:06	6	9:20:06	9:20:19	13	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37206	14113989	1	PS	990225	9:27:21	9:27:27	6	9:27:27	9:29:00	93	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37207	29080066	2	NE	990225	9:38:46	9:38:52	6	9:38:52	9:43:40	288	AGENT	9:43:40	9:46:58	198	KAZAV
AA0106	37208	23793904	2	PS	990225	9:49:40	9:49:46	6	9:49:46	9:51:51	125	AGENT	9:51:50	9:54:39	169	KAZAV
AA0106	37209	24502874	2	PS	990225	10:04:54	10:05:00	6	10:05:00	10:09:01	241	AGENT	10:09:01	10:19:30	629	STEREN
AA0106	37210	51165777	1	PS	990225	10:18:35	10:18:40	5	10:18:40	10:18:49	9	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37211	74780917	2	NE	990225	10:26:37	10:26:42	5	10:26:42	10:30:57	255	AGENT	10:30:56	10:33:17	141	TOVA
AA0106	37212	0	0	NW	990225	10:40:42	10:40:51	9	10:40:51	10:40:56	5	AGENT	10:40:55	10:41:51	56	SHARON
AA0106	37214	0	0	PS	990225	10:54:08	10:54:08	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37215	60280260	2	NE	990225	11:01:26	11:01:31	5	11:01:31	11:02:11	40	AGENT	11:02:10	11:05:53	223	ELI
AA0106	37216	74780917	2	NE	990225	11:07:31	11:07:36	5	11:07:36	11:08:40	64	AGENT	11:08:39	11:11:59	200	TOVA
AA0106	37217	0	0	NE	990225	11:18:11	11:18:21	10	0:00:00	0:00:00	0	AGENT	11:18:20	11:26:35	495	SHARON
AA0106	37218	51920239	1	PS	990225	11:35:41	11:35:47	6	11:35:47	11:36:19	32	AGENT	11:36:17	11:36:44	27	MIKI
AA0106	37219	53398202	2	NE	990225	11:51:58	11:52:04	6	11:52:04	11:52:29	25	AGENT	11:52:29	11:53:47	78	SHARON
AA0106	37220	27953512	1	PS	990225	12:07:01	12:07:06	5	12:07:06	12:07:43	37	HANG	12:07:47	12:07:50	3	NO_SERVER
AA0106	37221	0	0	NW	990225	12:21:42	12:21:51	9	12:21:51	12:24:16	145	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37222	0	0	PS	990225	12:32:16	12:32:27	11	0:00:00	0:00:00	0	AGENT	12:32:26	12:37:40	314	DORIT
AA0106	37223	52867744	2	PS	990225	12:45:23	12:45:29	6	12:45:29	12:47:27	118	AGENT	12:47:26	12:51:04	218	KAZAV
AA0106	37224	0	0	NW	990225	12:53:18	12:53:27	9	12:53:27	12:55:00	93	AGENT	12:55:00	12:56:56	116	STEREN
AA0106	37225	57831349	2	PS	990225	13:08:37	13:08:42	5	13:08:42	13:10:45	123	AGENT	13:10:44	13:12:48	124	MIKI
AA0106	37226	59822031	1	PS	990225	13:21:44	13:21:50	6	13:21:50	13:25:22	212	AGENT	13:25:21	13:27:28	127	SHARON
AA0106	37227	0	0	PS	990225	13:38:48	13:38:59	11	0:00:00	0:00:00	0	AGENT	13:38:58	13:41:28	150	STEREN
AA0106	37228	65032120	2	PS	990225	13:49:38	13:49:44	6	13:49:44	13:51:47	123	AGENT	13:51:46	14:01:34	588	KAZAV
AA0106	37229	0	0	NW	990225	14:01:55	14:02:04	9	14:02:04	14:04:03	119	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37230	54128681	2	PS	990225	14:13:47	14:13:53	6	14:13:53	14:16:59	186	AGENT	14:16:58	14:18:30	92	DORIT
AA0106	37231	0	0	PS	990225	14:27:39	14:27:52	13	0:00:00	0:00:00	0	AGENT	14:27:51	14:31:58	247	YIFAT
AA0106	37232	50892322	2	PS	990225	14:38:16	14:38:22	6	14:38:22	14:39:35	73	AGENT	14:39:34	14:44:08	274	STEREN
AA0106	37233	308922806	2	PS	990225	14:49:37	14:49:43	6	14:49:43	14:49:49	6	AGENT	14:49:48	14:50:54	66	BASCH
AA0106	37234	59789552	1	PS	990225	14:59:00	14:59:07	7	14:59:07	15:02:27	200	AGENT	15:02:27	15:13:46	679	STEREN
AA0106	37235	0	0	NW	990225	15:06:26	15:06:36	10	15:06:36	15:07:19	43	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37236	10822401	2	PS	990225	15:13:17	15:13:22	5	15:13:22	15:16:09	167	AGENT	15:16:08	15:17:44	96	YIFAT
AA0106	37237	14264295	2	PS	990225	15:27:36	15:27:42	6	15:27:42	15:28:19	37	AGENT	15:28:18	15:31:13	175	STEREN
AA0106	37238	55300271	2	PS	990225	15:34:55	15:35:01	6	15:35:01	15:38:49	228	AGENT	15:38:49	15:44:13	324	SHARON
AA0106	37240	0	0	PS	990225	15:44:16	15:44:16	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37241	0	0	NW	990225	15:52:15	15:52:25	10	15:52:25	15:55:34	189	AGENT	15:55:33	15:57:50	137	BASCH
AA0106	37242	0	0	NW	990225	16:04:04	16:04:14	10	16:04:14	16:07:06	172	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37243	0	0	NW	990225	16:14:10	16:14:20	10	16:14:20	16:18:07	227	AGENT	16:18:05	16:18:17	12	YIFAT
AA0106	37244	25367186	2	PS	990225	16:25:45	16:25:51	6	16:25:51	16:26:12	21	AGENT	16:26:11	16:27:32	81	SHARON
AA0106	37245	0	0	NW	990225	16:32:29	16:32:39	10	16:32:39	16:35:04	145	AGENT	16:35:03	16:36:20	77	SHARON
AA0106	37246	24519068	2	PS	990225	16:46:34	16:46:40	6	16:46:40	16:46:57	17	AGENT	16:46:56	16:50:26	210	BASCH
AA0106	37247	0	0	NE	990225	16:57:59	16:58:14	15	0:00:00	0:00:00	0	AGENT	16:58:13	17:02:20	247	ZOHARI
AA0106	37248	38476081	1	PS	990225	17:07:58	17:08:04	6	17:08:04	17:12:28	264	AGENT	17:12:27	17:13:46	79	SHARON
AA0106	37249	8459968	2	PS	990225	17:23:09	17:23:15	6	17:23:15	17:23:34	19	AGENT	17:23:33	17:37:40	847	YITZ
AA0106	37250	56148661	1	PS	990225	17:36:27	17:36:32	5	17:36:32	17:37:45	73	AGENT	17:37:44	17:54:01	977	YITZ
AA0106	37251	51034486	2	PS	990225	17:50:59	17:51:04	5	17:51:04	17:52:32	88	AGENT	17:52:31	17:54:02	91	BASCH
AA0106	37252	0	0	NW	990225	18:16:34	18:16:50	16	0:00:00	0:00:00	0	AGENT	18:16:50	18:17:54	64	SHARON
AA0106	37253	0	0	PS	990225	18:30:04	18:30:18	14	0:00:00	0:00:00	0	AGENT	18:30:17	18:31:35	78	BENSION
AA0106	37254	0	0	PS	990225	18:48:51	18:49:01	10	0:00:00	0:00:00	0	AGENT	18:49:00	18:50:00	60	ZOHARI
AA0106	37255	0	0	PS	990225	19:05:27	19:05:35	8	0:00:00	0:00:00	0	AGENT	19:05:35	19:06:24	49	BASCH
AA0106	37256	0	0	NE	990225	19:29:01	19:29:10	9	0:00:00	0:00:00	0	AGENT	19:29:09	19:30:36	87	ZOHARI
AA0106	37257	0	0	NE	990225	19:47:22	19:47:34	12	0:00:00	0:00:00	0	AGENT	19:47:34	19:48:50	76	BASCH
AA0106	37258	0	0	PS	990225	20:16:39	20:16:48	9	0:00:00	0:00:00	0	AGENT	20:16:48	20:18:00	72	BASCH
AA0106	37259	0	0	PS	990225	20:39:20	20:39:36	16	0:00:00	0:00:00	0	AGENT	20:39:35	20:47:44	489	YITZ
AA0106	37260	0	0	PS	990225	21:04:42	21:04:51	9	0:00:00	0:00:00	0	AGENT	21:04:50	21:08:04	194	AVNI
AA0106	37261	0	0	PS	990225	21:29:20	21:29:29	9	0:00:00	0:00:00	0	AGENT	21:29:28	21:32:35	187	BENSION
AA0106	37262	0	0	NW	990225	21:46:55	21:47:04	9	21:47:04	21:47:23	19	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37263	54128681	2	PS	990225	22:23:11	22:23:16	5	22:23:16	22:25:28	132	AGENT	22:25:27	22:26:29	62	BENSION
AA0106	37264	0	0	PS	990225	22:57:01	22:57:10	9	0:00:00	0:00:00	0	AGENT	22:57:09	23:00:39	210	YITZ
AA0106	37265	0	0	NE	990225	23:36:07	23:36:34	27	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37266	0	0	NE	990226	6:43:06	6:43:44	38	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37267	0	0	PS	990226	7:44:50	7:45:04	14	0:00:00	0:00:00	0	AGENT	7:45:04	7:48:12	188	TOVA
AA0106	37268	0	0	PS	990226	8:18:49	8:19:02	13	0:00:00	0:00:00	0	AGENT	8:19:01	8:23:01	240	ZOHARI
AA0106	37269	0	0	NW	990226	8:32:53	8:33:05	12	0:00:00	0:00:00	0	AGENT	8:33:04	8:33:15	11	ZOHARI
AA0106	37270	0	0	NW	990226	8:41:24	8:41:34	10	8:41:34	8:42:37	63	AGENT	8:42:36	8:44:04	88	ZOHARI
AA0106	37271	0	0	NW	990226	8:53:35	8:53:48	13	0:00:00	0:00:00	0	AGENT	8:53:48	8:55:52	124	BASCH
AA0106	37272	0	0	NW	990226	9:05:53	9:05:57	4	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37273	0	0	PS	990226	9:23:26	9:23:42	16	0:00:00	0:00:00	0	AGENT	9:23:41	9:24:30	49	SHARON
AA0106	37274	0	0	NW	990226	9:40:51	9:41:01	10	9:41:01	9:41:26	25	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37275	0	0	PS	990226	10:02:13	10:02:27	14	0:00:00	0:00:00	0	AGENT	10:02:27	10:03:16	49	IDIT
AA0106	37276	0	0	PS	990226	10:25:32	10:25:44	12	0:00:00	0:00:00	0	AGENT	10:25:44	10:27:04	80	NAAMA
AA0106	37277	0	0	PS	990226	10:55:35	10:55:46	11	0:00:00	0:00:00	0	AGENT	10:55:45	10:58:31	166	IDIT
AA0106	37278	0	0	PS	990226	11:25:27	11:25:41	14	0:00:00	0:00:00	0	AGENT	11:25:40	11:26:38	58	IDIT
AA0106	37279	0	0	PS	990226	11:42:04	11:42:16	12	0:00:00	0:00:00	0	AGENT	11:42:15	11:44:12	117	TOVA
AA0106	37280	0	0	PS	990226	11:56:05	11:56:16	11	0:00:00	0:00:00	0	AGENT	11:56:15	11:57:55	100	NAAMA
AA0106	37281	12360582	2	PS	990226	12:09:58	12:10:04	6	12:10:04	12:10:50	46	AGENT	12:10:49	12:20:32	583	NAAMA
AA0106	37282	0	0	NW	990226	12:25:12	12:25:29	17	0:00:00	0:00:00	0	AGENT	12:25:29	12:26:07	38	SHARON
AA0106	37283	0	0	PS	990226	12:41:15	12:41:26	11	0:00:00	0:00:00	0	AGENT	12:41:25	12:42:27	62	TOVA
AA0106	37284	0	0	PS	990226	13:05:52	13:06:03	11	0:00:00	0:00:00	0	AGENT	13:06:03	13:14:13	490	ZOHARI
AA0106	37285	0	0	NE	990226	13:25:09	13:25:21	12	0:00:00	0:00:00	0	AGENT	13:25:20	13:25:38	18	ZOHARI
AA0106	37286	0	0	PS	990226	14:34:23	14:34:49	26	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37287	0	0	NW	990226	23:19:07	23:19:45	38	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37288	0	0	PS	990227	19:35:09	19:35:46	37	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37289	0	0	PS	990227	19:49:52	19:50:05	13	0:00:00	0:00:00	0	AGENT	19:50:04	19:51:34	90	IDIT
AA0106	37290	221148802	2	PS	990227	20:05:56	20:06:02	6	20:06:02	20:07:01	59	AGENT	20:07:00	20:10:19	199	GELBER
AA0106	37291	0	0	PS	990227	20:42:14	20:42:27	13	0:00:00	0:00:00	0	AGENT	20:42:26	20:44:36	130	MIKI
AA0106	37292	32152761	1	PS	990227	21:03:17	21:03:22	5	21:03:22	21:03:56	34	AGENT	21:03:55	21:04:42	47	IDIT
AA0106	37293	0	0	NW	990227	21:30:00	21:30:09	9	21:30:09	21:31:29	80	HANG	21:31:29	21:31:34	5	NO_SERVER
AA0106	37294	24031635	1	PS	990227	21:54:19	21:54:25	6	21:54:25	21:55:39	74	AGENT	21:55:38	21:58:03	145	GILI
AA0106	37295	0	0	NE	990227	22:31:26	22:31:36	10	0:00:00	0:00:00	0	AGENT	22:31:35	22:31:40	5	NO_SERVER
AA0106	37296	0	0	NW	990227	23:15:41	23:15:55	14	0:00:00	0:00:00	0	AGENT	23:15:54	23:17:09	75	MIKI
AA0106	37297	0	0	PS	990227	23:43:51	23:44:00	9	0:00:00	0:00:00	0	AGENT	23:43:59	23:45:28	89	MIKI
AA0106	37298	24985574	1	PS	990228	7:04:41	7:04:47	6	7:04:47	7:06:53	126	AGENT	7:06:52	7:11:15	263	AVIDAN
AA0106	37299	0	0	NW	990228	7:35:53	7:36:06	13	0:00:00	0:00:00	0	AGENT	7:36:05	7:37:31	86	SHARON
AA0106	37300	0	0	NW	990228	8:01:40	8:02:09	29	0:00:00	0:00:00	0	AGENT	8:02:08	8:02:34	26	YIFAT
AA0106	37301	0	0	NW	990228	8:20:40	8:20:50	10	0:00:00	0:00:00	0	AGENT	8:21:04	8:21:12	8	NO_SERVER
AA0106	37302	0	0	NW	990228	8:30:06	8:30:15	9	8:30:15	8:31:23	68	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37303	0	0	NW	990228	8:41:46	8:41:55	9	8:41:55	8:42:23	28	AGENT	8:42:22	8:43:50	88	SHARON
AA0106	37304	38610499	1	PS	990228	8:54:25	8:54:31	6	8:54:31	8:54:56	25	AGENT	8:54:55	8:55:19	24	SHARON
AA0106	37305	0	0	PS	990228	9:04:22	9:04:32	10	0:00:00	0:00:00	0	AGENT	9:04:31	9:06:10	99	KAZAV
AA0106	37306	0	0	PS	990228	9:14:00	9:14:09	9	0:00:00	0:00:00	0	AGENT	9:14:08	9:16:45	157	STEREN
AA0106	37307	0	0	PS	990228	9:27:57	9:28:05	8	0:00:00	0:00:00	0	AGENT	9:28:05	9:36:24	499	AVNI
AA0106	37308	0	0	PS	990228	9:40:00	9:40:16	16	0:00:00	0:00:00	0	AGENT	9:40:15	9:43:22	187	SHARON
AA0106	37309	0	0	PS	990228	9:45:48	9:46:00	12	0:00:00	0:00:00	0	AGENT	9:46:00	9:46:04	4	NO_SERVER
AA0106	37310	0	0	PS	990228	9:46:10	9:46:23	13	0:00:00	0:00:00	0	AGENT	9:46:23	9:46:26	3	NO_SERVER
AA0106	37311	50671643	2	PS	990228	9:58:15	9:58:21	6	9:58:21	9:59:40	79	AGENT	9:59:39	10:01:32	113	SHARON
AA0106	37312	0	0	PS	990228	10:09:20	10:09:31	11	0:00:00	0:00:00	0	AGENT	10:09:30	10:10:35	65	YITZ
AA0106	37313	0	0	PS	990228	10:18:43	10:18:52	9	0:00:00	0:00:00	0	AGENT	10:18:51	10:18:56	5	NO_SERVER
AA0106	37314	0	0	PS	990228	10:25:58	10:26:09	11	0:00:00	0:00:00	0	AGENT	10:26:08	10:26:33	25	SHARON
AA0106	37315	0	0	PS	990228	10:35:52	10:36:06	14	0:00:00	0:00:00	0	AGENT	10:36:05	10:37:50	105	AVIDAN
AA0106	37316	13635933	2	PS	990228	10:42:19	10:42:25	6	10:42:25	10:44:15	110	AGENT	10:44:14	10:44:45	31	YIFAT
AA0106	37317	0	0	NE	990228	10:57:56	10:58:08	12	0:00:00	0:00:00	0	AGENT	10:58:07	10:58:12	5	MORIAH
AA0106	37318	23895501	2	PS	990228	11:08:39	11:08:44	5	11:08:44	11:12:07	203	AGENT	11:12:05	11:13:03	58	YITZ
AA0106	37319	0	0	NW	990228	11:23:26	11:23:39	13	0:00:00	0:00:00	0	AGENT	11:23:39	11:25:14	95	STEREN
AA0106	37320	0	0	PS	990228	11:31:41	11:31:52	11	0:00:00	0:00:00	0	AGENT	11:31:51	11:36:11	260	SHARON
AA0106	37321	29357688	1	PS	990228	11:48:22	11:48:28	6	11:48:28	11:49:31	63	AGENT	11:49:31	11:53:39	248	YIFAT
AA0106	37322	29302791	2	PS	990228	12:05:08	12:05:15	7	12:05:15	12:05:45	30	AGENT	12:05:45	12:07:07	82	AVIDAN
AA0106	37323	0	0	NW	990228	12:13:41	12:13:54	13	0:00:00	0:00:00	0	AGENT	12:13:53	12:15:01	68	YIFAT
AA0106	37324	0	0	PS	990228	12:27:59	12:28:07	8	0:00:00	0:00:00	0	AGENT	12:28:07	12:29:42	95	AVNI
AA0106	37325	0	0	NW	990228	12:42:37	12:42:46	9	12:42:46	12:44:46	120	AGENT	12:44:46	12:45:57	71	MORIAH
AA0106	37326	0	0	PS	990228	13:02:18	13:02:31	13	0:00:00	0:00:00	0	AGENT	13:02:30	13:03:57	87	SHARON
AA0106	37327	0	0	PS	990228	13:20:13	13:20:22	9	0:00:00	0:00:00	0	AGENT	13:20:21	13:21:17	56	KAZAV
AA0106	37328	0	0	PS	990228	13:32:45	13:32:53	8	0:00:00	0:00:00	0	AGENT	13:32:52	13:33:56	64	YIFAT
AA0106	37329	6692800	2	PS	990228	13:41:53	13:41:58	5	13:41:58	13:42:20	22	AGENT	13:42:19	13:45:22	183	AVNI
AA0106	37330	50424498	2	PS	990228	13:49:47	13:49:53	6	13:49:53	13:50:12	19	AGENT	13:50:12	13:52:38	146	KAZAV
AA0106	37331	0	0	PS	990228	13:59:57	14:00:06	9	0:00:00	0:00:00	0	AGENT	14:00:05	14:01:23	78	MIKI
AA0106	37332	38565180	1	PS	990228	14:10:36	14:10:42	6	14:10:42	14:10:52	10	AGENT	14:10:52	14:10:53	1	MIKI
AA0106	37333	0	0	NW	990228	14:19:14	14:19:24	10	14:19:24	14:20:41	77	AGENT	14:20:40	14:21:04	24	MIKI
AA0106	37334	0	0	PS	990228	14:33:09	14:33:18	9	0:00:00	0:00:00	0	AGENT	14:33:17	14:33:57	40	YITZ
AA0106	37335	0	0	PS	990228	14:41:12	14:41:21	9	0:00:00	0:00:00	0	AGENT	14:41:21	14:42:39	78	MORIAH
AA0106	37336	101030	2	NE	990228	14:49:17	14:49:24	7	14:49:24	14:50:23	59	AGENT	14:50:22	14:56:04	342	MORIAH
AA0106	37337	12253423	2	NE	990228	14:54:48	14:54:54	6	14:54:54	14:55:12	18	AGENT	14:55:11	14:58:00	169	AVIDAN
AA0106	37338	23004146	2	PS	990228	15:04:21	15:04:26	5	15:04:26	15:06:49	143	AGENT	15:06:48	15:11:37	289	STEREN
AA0106	37339	0	0	NW	990228	15:17:23	15:17:33	10	15:17:33	15:18:00	27	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37340	0	0	NW	990228	15:24:06	15:24:16	10	15:24:16	15:27:07	171	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37341	71520779	1	PS	990228	15:35:18	15:35:24	6	15:35:24	15:36:34	70	AGENT	15:36:33	15:40:45	252	KAZAV
AA0106	37342	0	0	PS	990228	15:40:01	15:40:06	5	15:40:06	15:40:18	12	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37343	0	0	PS	990228	15:47:07	15:47:16	9	0:00:00	0:00:00	0	AGENT	15:47:16	15:48:39	83	TOVA
AA0106	37344	33208653	1	PS	990228	15:57:26	15:57:31	5	15:57:31	15:58:13	42	AGENT	15:58:13	15:59:51	98	KAZAV
AA0106	37345	30452882	2	PS	990228	16:07:07	16:07:13	6	16:07:13	16:07:43	30	AGENT	16:07:42	16:12:09	267	IDIT
AA0106	37346	59595702	1	PS	990228	16:14:34	16:14:39	5	16:14:39	16:15:19	40	AGENT	16:15:19	16:17:38	139	GILI
AA0106	37347	0	0	NW	990228	16:23:05	16:23:14	9	16:23:14	16:23:24	10	AGENT	16:23:22	16:23:42	20	IDIT
AA0106	37348	0	0	NW	990228	16:31:23	16:31:32	9	16:31:32	16:31:57	25	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37349	0	0	NW	990228	16:38:20	16:38:29	9	16:38:29	16:39:13	44	AGENT	16:39:12	16:40:28	76	TOVA
AA0106	37350	0	0	PS	990228	16:43:53	16:44:04	11	0:00:00	0:00:00	0	AGENT	16:44:03	16:46:51	168	GILI
AA0106	37351	58670654	1	PS	990228	16:48:21	16:48:27	6	16:48:27	16:48:34	7	AGENT	16:48:33	16:52:57	264	TOVA
AA0106	37352	0	0	NW	990228	16:56:22	16:56:31	9	16:56:31	16:56:42	11	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0106	37353	0	0	PS	990228	17:10:42	17:10:52	10	0:00:00	0:00:00	0	AGENT	17:10:51	17:11:30	39	ZOHARI
AA0106	37354	0	0	NW	990228	17:24:29	17:24:43	14	0:00:00	0:00:00	0	AGENT	17:24:42	17:26:37	115	IDIT
AA0106	37355	0	0	PS	990228	17:37:58	17:38:11	13	0:00:00	0:00:00	0	AGENT	17:38:11	17:39:31	80	GILI
AA0106	37356	0	0	PS	990228	17:53:01	17:53:13	12	0:00:00	0:00:00	0	AGENT	17:53:13	17:54:21	68	GILI
AA0106	37357	0	0	NW	990228	18:08:15	18:08:32	17	0:00:00	0:00:00	0	AGENT	18:08:31	18:09:01	30	BENSION
AA0106	37358	52867744	2	PS	990228	18:20:27	18:20:33	6	18:20:33	18:21:48	75	AGENT	18:21:47	18:23:48	121	IDIT
AA0106	37359	0	0	PS	990228	18:36:17	18:36:32	15	0:00:00	0:00:00	0	AGENT	18:36:27	18:48:23	716	IDIT
AA0106	37360	0	0	PS	990228	18:51:39	18:51:51	12	0:00:00	0:00:00	0	AGENT	18:51:50	18:52:34	44	BENSION
AA0106	37361	0	0	PS	990228	19:13:32	19:13:48	16	0:00:00	0:00:00	0	AGENT	19:13:47	19:14:25	38	IDIT
AA0106	37362	0	0	PS	990228	19:39:29	19:39:48	19	0:00:00	0:00:00	0	AGENT	19:39:48	19:40:54	66	BENSION
AA0106	37363	0	0	PS	990228	20:08:25	20:08:35	10	0:00:00	0:00:00	0	AGENT	20:08:34	20:08:42	8	IDIT
AA0106	37364	0	0	PS	990228	20:32:01	20:32:10	9	0:00:00	0:00:00	0	AGENT	20:32:10	20:33:49	99	GILI
AA0106	37365	0	0	PS	990228	21:02:08	21:02:26	18	0:00:00	0:00:00	0	AGENT	21:02:25	21:09:43	438	SHLOMO
AA0106	37366	0	0	PS	990228	21:51:27	21:51:36	9	0:00:00	0:00:00	0	AGENT	21:51:36	21:59:50	494	GILI
AA0106	37367	0	0	PS	990228	22:17:36	22:17:53	17	0:00:00	0:00:00	0	AGENT	22:17:52	22:24:21	389	IDIT
AA0106	37368	0	0	PS	990228	22:55:31	22:55:46	15	0:00:00	0:00:00	0	AGENT	22:55:46	22:57:54	128	SHLOMO
AA0106	37369	0	0	PS	990228	23:40:08	23:40:19	11	0:00:00	0:00:00	0	AGENT	23:40:18	23:42:38	140	SHLOMO
AA0107	2284	55664254	1	TT	990201	9:14:22	9:14:24	2	0:00:00	0:00:00	0	AGENT	9:14:23	9:14:28	5	NO_SERVER
AA0107	2285	38732509	1	TT	990201	11:12:44	11:12:46	2	0:00:00	0:00:00	0	AGENT	11:12:46	11:13:06	20	DARMON
AA0107	2286	3267788	2	TT	990201	12:38:24	12:38:26	2	0:00:00	0:00:00	0	AGENT	12:38:26	12:39:03	37	NO_SERVER
AA0107	2287	0	0	TT	990201	12:50:26	12:50:28	2	0:00:00	0:00:00	0	AGENT	12:50:27	12:50:29	2	GILI
AA0107	2288	25235185	2	TT	990201	13:13:02	13:13:02	0	13:13:02	13:13:28	26	AGENT	13:13:27	13:14:18	51	DORIT
AA0107	2289	55664254	1	TT	990201	15:52:25	15:52:26	1	0:00:00	0:00:00	0	AGENT	15:52:26	15:52:30	4	NO_SERVER
AA0107	2290	55664254	1	TT	990201	16:14:49	16:14:51	2	0:00:00	0:00:00	0	AGENT	16:14:50	16:14:55	5	NO_SERVER
AA0107	2291	57127995	2	TT	990201	16:33:36	16:33:37	1	0:00:00	0:00:00	0	AGENT	16:33:37	16:33:52	15	NO_SERVER
AA0107	2292	29742020	2	TT	990201	18:35:16	18:35:18	2	0:00:00	0:00:00	0	AGENT	18:35:17	18:35:49	32	AVNI
AA0107	2293	23699390	2	TT	990201	20:58:14	20:58:16	2	0:00:00	0:00:00	0	AGENT	20:58:15	20:59:49	94	AVNI
AA0107	2294	0	0	TT	990202	7:16:51	7:16:52	1	0:00:00	0:00:00	0	AGENT	7:16:52	7:16:57	5	ANAT
